reporting_area,state_code,lat,lang,CO,NO2,OZONE,PM10,PM2.5,date,year,month,weekday,month_name,AQI
Grand Island,NE,40.9183,-98.3789,,,,,53,2/1/2024 0:00,2024,2,3,February,53
Grand Junction,CO,39.0666,-108.5625,,,,,18,2/1/2024 0:00,2024,2,3,February,18
Grand Rapids,MI,42.833,-85.517,,,24,16,52,2/1/2024 0:00,2024,2,3,February,52
Grangeville,ID,45.9274,-116.1059,,,,,53,2/1/2024 0:00,2024,2,3,February,53
Grant County,WI,42.693,-90.9681,,,,,35,2/1/2024 0:00,2024,2,3,February,35
Grants Pass,OR,42.434,-123.348,,,,,35,2/1/2024 0:00,2024,2,3,February,35
Granville County,NC,36.3039,-78.653,,,,15,54,2/1/2024 0:00,2024,2,3,February,54
Great Basin National Park,NV,39.0053,-114.2158,,,38,,,2/1/2024 0:00,2024,2,3,February,38
Great Falls,MT,47.4943,-111.3033,,,,,53,2/1/2024 0:00,2024,2,3,February,53
Great Smoky Mtns. Natl. Park - TN,TN,35.6331,-83.9415,,,44,,57,2/1/2024 0:00,2024,2,3,February,57
Greater New Castle County,DE,39.58,-75.68,,,30,,50,2/1/2024 0:00,2024,2,3,February,50
Greeley,CO,40.4667,-104.7225,,,37,,54,2/1/2024 0:00,2024,2,3,February,54
Greene County,NC,35.485,-77.6759,,,,,47,2/1/2024 0:00,2024,2,3,February,47
Greenfield,MA,42.6058,-72.5967,,,19,,65,2/1/2024 0:00,2024,2,3,February,65
Greenville-Spartanburg,SC,34.919,-82.149,,,39,23,63,2/1/2024 0:00,2024,2,3,February,63
Greenwich,CT,41.0036,-73.5853,,,,20,59,2/1/2024 0:00,2024,2,3,February,59
Gridley,CA,39.3083,-121.7583,,,,,18,2/1/2024 0:00,2024,2,3,February,18
Guanajuato,MX,20.58,-101.2,,,39,81,102,2/1/2024 0:00,2024,2,3,February,102
Hagerstown Region,MD,39.6116,-77.9143,,,,,33,2/1/2024 0:00,2024,2,3,February,33
Halifax County,NC,36.2573,-77.6513,,,,,47,2/1/2024 0:00,2024,2,3,February,47
Hamilton,MT,46.2436,-114.1589,,,,,56,2/1/2024 0:00,2024,2,3,February,56
Hamilton County,FL,30.476,-82.95,,,41,,60,2/1/2024 0:00,2024,2,3,February,60
Hammond-Gary,IN,41.631,-87.087,,,24,20,41,2/1/2024 0:00,2024,2,3,February,41
Hampton Roads,VA,36.9,-76.19,,,33,13,38,2/1/2024 0:00,2024,2,3,February,38
Hanford,CA,36.325,-119.647,,,27,24,46,2/1/2024 0:00,2024,2,3,February,46
Hannover,ND,47.1858,-101.4281,,,23,,12,2/1/2024 0:00,2024,2,3,February,23
Harnett County,NC,35.3688,-78.8698,,,,,47,2/1/2024 0:00,2024,2,3,February,47
Harrisonburg,VA,38.45,-78.87,,,16,14,44,2/1/2024 0:00,2024,2,3,February,44
Hartford,CT,41.785,-72.63,,,,26,62,2/1/2024 0:00,2024,2,3,February,62
Hattiesburg,MS,31.3271,-89.2903,,,,,57,2/1/2024 0:00,2024,2,3,February,57
Haverhill,MA,42.7736,-71.105,,,23,,59,2/1/2024 0:00,2024,2,3,February,59
Hayden,AZ,33.0063,-110.7865,,,,31,,2/1/2024 0:00,2024,2,3,February,31
Haywood County,NC,35.5558,-82.9821,,,,9,47,2/1/2024 0:00,2024,2,3,February,47
Hazard,KY,37.28,-83.22,,,,,48,2/1/2024 0:00,2024,2,3,February,48
Helena,MT,46.596,-112.027,,,31,,52,2/1/2024 0:00,2024,2,3,February,52
Hemet and San Jacinto,CA,33.7783,-116.9127,3,18,39,15,29,2/1/2024 0:00,2024,2,3,February,39
Henderson County,NC,35.3363,-82.4805,,,,,47,2/1/2024 0:00,2024,2,3,February,47
Hermiston,OR,45.84,-119.29,,,,,26,2/1/2024 0:00,2024,2,3,February,26
Hernando,MS,34.8275,-89.9889,,,,,26,2/1/2024 0:00,2024,2,3,February,26
Hertford County,NC,36.3589,-76.9821,,,,,47,2/1/2024 0:00,2024,2,3,February,47
Hesperia,CA,34.4163,-117.2855,3,23,45,23,13,2/1/2024 0:00,2024,2,3,February,45
Hidden Valley,AZ,32.8848,-112.037,,,,35,35,2/1/2024 0:00,2024,2,3,February,35
Highlands County,FL,27.34,-81.34,,,48,,45,2/1/2024 0:00,2024,2,3,February,48
Hillsboro,OR,45.5285,-122.9724,,,,,23,2/1/2024 0:00,2024,2,3,February,23
Hilo,HI,19.7175,-155.1103,,,,,11,2/1/2024 0:00,2024,2,3,February,11
Hobbs,NM,32.7268,-103.123,,,41,,27,2/1/2024 0:00,2024,2,3,February,41
Hoke County,NC,35.0177,-79.2371,,,,,47,2/1/2024 0:00,2024,2,3,February,47
Holiday,FL,28.3789,-82.4288,,,46,,37,2/1/2024 0:00,2024,2,3,February,46
Hollister,CA,36.8442,-121.361,,,31,8,32,2/1/2024 0:00,2024,2,3,February,32
"Holmes, Jackson, and Washington Counties",FL,30.732,-85.571,,,39,,52,2/1/2024 0:00,2024,2,3,February,52
Honolulu,HI,21.3046,-157.8601,,,28,14,32,2/1/2024 0:00,2024,2,3,February,32
Hood River,OR,45.7,-121.53,,,,,46,2/1/2024 0:00,2024,2,3,February,46
Houghton Lake,MI,44.3147,-84.7647,,,30,,10,2/1/2024 0:00,2024,2,3,February,30
Houston-Galveston-Brazoria,TX,29.751,-95.351,,,67,,67,2/1/2024 0:00,2024,2,3,February,67
Huntington,WV,38.4253,-82.4253,,,,,29,2/1/2024 0:00,2024,2,3,February,29
Huntsville,AL,34.69,-86.59,,,,20,55,2/1/2024 0:00,2024,2,3,February,55
Hurricane,UT,37.1786,-113.305,,,28,,9,2/1/2024 0:00,2024,2,3,February,28
Hyde County,NC,35.5193,-76.2464,,,,,47,2/1/2024 0:00,2024,2,3,February,47
Idaho City,ID,43.823,-115.8386,,,,,50,2/1/2024 0:00,2024,2,3,February,50
Idaho Falls,ID,43.5183,-111.9792,,,,,32,2/1/2024 0:00,2024,2,3,February,32
Imperial Valley,CA,32.7919,-115.5637,,,28,100,125,2/1/2024 0:00,2024,2,3,February,125
Indiana County,PA,40.6851,-79.1097,,,29,,40,2/1/2024 0:00,2024,2,3,February,40
Indianapolis,IN,39.749,-86.186,,,23,33,93,2/1/2024 0:00,2024,2,3,February,93
Indio - Twenty Nine Palms Reservation,CA,33.7197,-116.1897,,,31,,,2/1/2024 0:00,2024,2,3,February,31
Iowa City,IA,41.6606,-91.5634,,,,,63,2/1/2024 0:00,2024,2,3,February,63
Iredell County,NC,35.8066,-80.8735,,,,,50,2/1/2024 0:00,2024,2,3,February,50
Jackson,MS,32.3302,-90.166,,,35,,93,2/1/2024 0:00,2024,2,3,February,93
Jackson,WY,43.4799,-110.7624,,,,32,,2/1/2024 0:00,2024,2,3,February,32
Jackson County,NC,35.2875,-83.141,,,,,47,2/1/2024 0:00,2024,2,3,February,47
Jacksonville,FL,30.335,-81.658,,,38,16,42,2/1/2024 0:00,2024,2,3,February,42
Jean,NV,35.7857,-115.3571,,,41,7,7,2/1/2024 0:00,2024,2,3,February,41
John Day,OR,44.418,-118.9513,,,,,45,2/1/2024 0:00,2024,2,3,February,45
Johnson County,WY,43.87,-106.51,,,33,2,,2/1/2024 0:00,2024,2,3,February,33
Johnston County,NC,35.5184,-78.3651,,,,,61,2/1/2024 0:00,2024,2,3,February,61
Johnstown,PA,40.3267,-78.922,,,24,,38,2/1/2024 0:00,2024,2,3,February,38
Joliet and Will County,IL,41.4681,-87.9734,,,,,59,2/1/2024 0:00,2024,2,3,February,59
Jones County,NC,35.0222,-77.3559,,,,,47,2/1/2024 0:00,2024,2,3,February,47
Joshua Tree National Park,CA,34.0714,-116.3906,,,46,,,2/1/2024 0:00,2024,2,3,February,46
Juel Spring,WY,42.37,-109.56,,,32,,,2/1/2024 0:00,2024,2,3,February,32
Juneau,AK,58.3,-134.4167,,,,10,27,2/1/2024 0:00,2024,2,3,February,27
Kahului,HI,20.8695,-156.4924,,,,,27,2/1/2024 0:00,2024,2,3,February,27
Kailua-Kona,HI,19.62,-155.97,,,,,10,2/1/2024 0:00,2024,2,3,February,10
Kalamazoo,MI,42.2747,-85.5883,,,,,77,2/1/2024 0:00,2024,2,3,February,77
Kansas City,MO,39.122,-94.552,,,32,56,46,2/1/2024 0:00,2024,2,3,February,56
Kapolei,HI,21.3236,-158.0886,,,,17,24,2/1/2024 0:00,2024,2,3,February,24
Keene,NH,42.9306,-72.2778,,,21,,69,2/1/2024 0:00,2024,2,3,February,69
Kemmerer,WY,41.78,-110.54,,,31,11,28,2/1/2024 0:00,2024,2,3,February,31
Kennewick,WA,46.2183,-119.2015,,,,10,38,2/1/2024 0:00,2024,2,3,February,38
Kenosha and Racine Counties,WI,42.6258,-87.8306,,,,,26,2/1/2024 0:00,2024,2,3,February,26
Kent County,DE,39.0647,-75.579,,,33,,42,2/1/2024 0:00,2024,2,3,February,42
Ketchum,ID,43.6826,-114.3711,,,,,71,2/1/2024 0:00,2024,2,3,February,71
Kihei,HI,20.7808,-156.4461,,,,,14,2/1/2024 0:00,2024,2,3,February,14
King City,CA,36.2092,-121.126,,,33,6,20,2/1/2024 0:00,2024,2,3,February,33
Klamath Falls,OR,42.1904,-121.7313,,,,,12,2/1/2024 0:00,2024,2,3,February,12
Knoxville,TN,35.975,-83.946,,,44,,57,2/1/2024 0:00,2024,2,3,February,57
Kokomo,IN,40.6929,-86.1219,,,26,,41,2/1/2024 0:00,2024,2,3,February,41
Kona,HI,19.5097,-155.9133,,,,,10,2/1/2024 0:00,2024,2,3,February,10
Kootenai Tribe,ID,48.7056,-116.3689,,,,,6,2/1/2024 0:00,2024,2,3,February,6
La Grande,OR,45.3239,-118.0939,,,,,38,2/1/2024 0:00,2024,2,3,February,38
La Pine,OR,43.67,-121.5,,,,,53,2/1/2024 0:00,2024,2,3,February,53
Laconia,NH,43.5728,-71.4189,,,,,45,2/1/2024 0:00,2024,2,3,February,45
Lacrosse,WA,46.8153,-117.8739,,,,,12,2/1/2024 0:00,2024,2,3,February,12
Lafayette,LA,30.2258,-92.0428,,,44,,53,2/1/2024 0:00,2024,2,3,February,53
Lake Charles,LA,30.2278,-93.5797,,,43,,46,2/1/2024 0:00,2024,2,3,February,46
Lake County,FL,28.703,-81.779,,,43,12,35,2/1/2024 0:00,2024,2,3,February,43
Lake Elsinore,CA,33.6763,-117.3308,3,10,43,16,58,2/1/2024 0:00,2024,2,3,February,58
Lake Sugema,IA,40.69,-92.01,,,,,36,2/1/2024 0:00,2024,2,3,February,36
Lakeland,FL,28.0292,-81.9722,,,45,20,37,2/1/2024 0:00,2024,2,3,February,45
Lakeview,OR,42.1892,-120.354,,,,,67,2/1/2024 0:00,2024,2,3,February,67
Lander,WY,42.833,-108.7307,,,,,43,2/1/2024 0:00,2024,2,3,February,43
Lansing,MI,42.7408,-84.5447,,,21,,35,2/1/2024 0:00,2024,2,3,February,35
Lapwai - Nez Perce Reservation,ID,46.3972,-116.8061,,,,,56,2/1/2024 0:00,2024,2,3,February,56
Laramie,WY,41.3,-105.59,,,,,10,2/1/2024 0:00,2024,2,3,February,10
Laredo,TX,27.5069,-99.5079,,,40,,55,2/1/2024 0:00,2024,2,3,February,55
Las Cruces,NM,32.3123,-106.7783,,,39,6,13,2/1/2024 0:00,2024,2,3,February,39
Las Vegas,NV,36.206,-115.223,,,38,42,57,2/1/2024 0:00,2024,2,3,February,57
Lassen Volcanic National Park,CA,40.5403,-121.5764,,,43,,,2/1/2024 0:00,2024,2,3,February,43
Lawton,OK,34.6,-98.423,,,40,11,20,2/1/2024 0:00,2024,2,3,February,40
Leavenworth,WA,47.5988,-120.6647,,,,,33,2/1/2024 0:00,2024,2,3,February,33
Lebanon,NH,43.6274,-72.3102,,,24,,42,2/1/2024 0:00,2024,2,3,February,42
Lee County,NC,35.4751,-79.1716,,,,,50,2/1/2024 0:00,2024,2,3,February,50
Lee Vining,CA,37.9608,-119.121,,,,5,4,2/1/2024 0:00,2024,2,3,February,5
Lehigh Valley,PA,40.614,-75.59,,,25,,62,2/1/2024 0:00,2024,2,3,February,62
Lenoir County,NC,35.2387,-77.6411,,,,11,47,2/1/2024 0:00,2024,2,3,February,47
Lewiston,ID,46.4047,-117.0178,,,,,59,2/1/2024 0:00,2024,2,3,February,59
Lewistown,MT,47.0485,-109.4553,,,42,14,9,2/1/2024 0:00,2024,2,3,February,42
Lexington,KY,38.0491,-84.4999,,,23,,41,2/1/2024 0:00,2024,2,3,February,41
Libby,MT,48.388,-115.554,,,,29,52,2/1/2024 0:00,2024,2,3,February,52
Liberty-Clairton Area,PA,40.3239,-79.8683,,,,,46,2/1/2024 0:00,2024,2,3,February,46
Lima,OH,40.771,-84.0538,,,,,43,2/1/2024 0:00,2024,2,3,February,43
Lincoln,CA,38.89,-121.3,,,32,,40,2/1/2024 0:00,2024,2,3,February,40
Lincoln County,NC,35.4856,-81.2235,,,,,50,2/1/2024 0:00,2024,2,3,February,50
Little Rock,AR,34.722,-92.354,,,35,,70,2/1/2024 0:00,2024,2,3,February,70
Livermore,CA,37.68,-121.77,,,31,,,2/1/2024 0:00,2024,2,3,February,31
Logan,UT,41.7391,-111.8164,,,24,,67,2/1/2024 0:00,2024,2,3,February,67
Lompoc,CA,34.6375,-120.4564,,,37,9,16,2/1/2024 0:00,2024,2,3,February,37
Londonderry,NH,42.8674,-71.3401,,,28,20,61,2/1/2024 0:00,2024,2,3,February,61
Lone Pine,CA,36.6106,-118.0596,,,,13,12,2/1/2024 0:00,2024,2,3,February,13
Long Island,NY,40.768,-73.6202,,,30,,40,2/1/2024 0:00,2024,2,3,February,40
Longview,WA,46.1427,-122.9556,,,,,16,2/1/2024 0:00,2024,2,3,February,16
Loretto,TN,35.08,-87.44,,,,,35,2/1/2024 0:00,2024,2,3,February,35
Lostwood,ND,48.6419,-102.4022,,,26,,11,2/1/2024 0:00,2024,2,3,February,26
Louisville,KY,38.264,-85.712,,,28,19,41,2/1/2024 0:00,2024,2,3,February,41
Lower Eastern Shore,MD,38.6894,-75.9989,,,33,,29,2/1/2024 0:00,2024,2,3,February,33
Lower Hudson Valley Region,NY,41.74,-73.7654,,,29,,52,2/1/2024 0:00,2024,2,3,February,52
Lubbock,TX,33.5961,-101.8539,,,,,24,2/1/2024 0:00,2024,2,3,February,24
Ludington,MI,43.9553,-86.4525,,,30,,10,2/1/2024 0:00,2024,2,3,February,30
Lynn,MA,42.4744,-70.9725,,,20,,59,2/1/2024 0:00,2024,2,3,February,59
Lyons,OR,44.7787,-122.617,,,,,52,2/1/2024 0:00,2024,2,3,February,52
Macon,GA,32.8408,-83.6325,,,,22,62,2/1/2024 0:00,2024,2,3,February,62
Macon County,NC,35.1504,-83.4226,,,29,,47,2/1/2024 0:00,2024,2,3,February,47
Madera,CA,36.968,-120.077,,,33,16,38,2/1/2024 0:00,2024,2,3,February,38
Madison,CT,41.2583,-72.5506,,,,,42,2/1/2024 0:00,2024,2,3,February,42
Madison County,NC,35.858,-82.7061,,,,,47,2/1/2024 0:00,2024,2,3,February,47
Madras,OR,44.6306,-121.1317,,,,,56,2/1/2024 0:00,2024,2,3,February,56
Makah Indian Tribe of Makah Indian Reservation,WA,48.3661,-124.61,,,35,,6,2/1/2024 0:00,2024,2,3,February,35
Malta,MT,48.3175,-107.8625,,,21,4,27,2/1/2024 0:00,2024,2,3,February,27
Mammoth Cave National Park,KY,37.1319,-86.1478,,,29,,,2/1/2024 0:00,2024,2,3,February,29
Mammoth Lakes,CA,37.6481,-118.9733,,,,18,25,2/1/2024 0:00,2024,2,3,February,25
Maple Falls,WA,48.9477,-122.1471,,,,,60,2/1/2024 0:00,2024,2,3,February,60
Marathon and Taylor Counties,WI,44.957,-90.1846,,,25,,25,2/1/2024 0:00,2024,2,3,February,25
Marina and Seaside,CA,36.6271,-121.83,,,34,,25,2/1/2024 0:00,2024,2,3,February,34
Mark Twain State Park,MO,39.4751,-91.789,,,29,9,,2/1/2024 0:00,2024,2,3,February,29
Martin County,NC,35.8426,-77.108,,,,,47,2/1/2024 0:00,2024,2,3,February,47
Maryland Piedmont,MD,39.4732,-77.3139,,,,,29,2/1/2024 0:00,2024,2,3,February,29
Mattawa,WA,46.74,-119.89,,,,,10,2/1/2024 0:00,2024,2,3,February,10
Mayaguez,PR,18.2141,-67.1443,,,14,,0,2/1/2024 0:00,2024,2,3,February,14
McAlester,OK,34.8856,-95.7844,,,40,12,30,2/1/2024 0:00,2024,2,3,February,40
McCall,ID,44.9069,-116.1065,,,,,42,2/1/2024 0:00,2024,2,3,February,42
McDowell County,NC,35.6816,-82.0491,,,,,47,2/1/2024 0:00,2024,2,3,February,47
Mecklenburg County,NC,35.227,-80.843,,,28,12,50,2/1/2024 0:00,2024,2,3,February,50
Medford,OR,42.3142,-122.8792,,,,,15,2/1/2024 0:00,2024,2,3,February,15
Medicine Bow National Forest,WY,41.36,-106.24,,,44,,,2/1/2024 0:00,2024,2,3,February,44
Melbourne,FL,28.115,-80.6319,,,46,12,29,2/1/2024 0:00,2024,2,3,February,46
Memphis,TN,35.106,-90.001,,,40,,54,2/1/2024 0:00,2024,2,3,February,54
Merced,CA,37.2963,-120.4844,,,30,20,42,2/1/2024 0:00,2024,2,3,February,42
Mercer County,PA,41.262,-80.1875,,,28,,42,2/1/2024 0:00,2024,2,3,February,42
Mesa,WA,46.5754,-119.0021,,,,,19,2/1/2024 0:00,2024,2,3,February,19
Mesa Verde National Park,CO,37.199,-108.471,,,40,,,2/1/2024 0:00,2024,2,3,February,40
Mesquite,NV,36.8159,-114.0503,,,31,9,10,2/1/2024 0:00,2024,2,3,February,31
Metro Baltimore,MD,39.1876,-76.5904,,,31,,38,2/1/2024 0:00,2024,2,3,February,38
Metro Riverside CO,CA,34.0005,-117.4152,6,24,42,47,54,2/1/2024 0:00,2024,2,3,February,54
Metropolitan Washington,DC,38.919,-77.013,,,27,12,38,2/1/2024 0:00,2024,2,3,February,38
Mexicali,MX,32.6245,-115.4523,,,,61,87,2/1/2024 0:00,2024,2,3,February,87
Miami,FL,25.776,-80.211,,,45,26,59,2/1/2024 0:00,2024,2,3,February,59
Mid-Coast,ME,44.377,-68.2609,,,36,7,24,2/1/2024 0:00,2024,2,3,February,36
Middletown,CT,41.5519,-72.6308,,,,9,57,2/1/2024 0:00,2024,2,3,February,57
Midland-Odessa,TX,31.9974,-102.0789,,,,,30,2/1/2024 0:00,2024,2,3,February,30
Milton - Blue Hill Observatory,MA,42.2122,-71.1158,,,27,,,2/1/2024 0:00,2024,2,3,February,27
Milwaukee and South Ozaukee Counties,WI,43.107,-87.9207,,,,10,33,2/1/2024 0:00,2024,2,3,February,33
Minnesota Arrowhead,MN,47.9103,-90.6158,,,,,18,2/1/2024 0:00,2024,2,3,February,18
Mississippi Gulf Coast,MS,30.37,-89.1,,,,,83,2/1/2024 0:00,2024,2,3,February,83
Mississippi River Valley,MN,44.05,-91.8695,,,,,30,2/1/2024 0:00,2024,2,3,February,30
Missoula,MT,46.8423,-114.0205,,,6,18,42,2/1/2024 0:00,2024,2,3,February,42
Mitchell County,NC,36.0131,-82.1639,,,,,47,2/1/2024 0:00,2024,2,3,February,47
Mobile,AL,30.695,-88.039,,,,,57,2/1/2024 0:00,2024,2,3,February,57
Modesto,CA,37.6598,-120.9939,,,35,21,42,2/1/2024 0:00,2024,2,3,February,42
Mojave,CA,35.0465,-118.1628,,,44,7,12,2/1/2024 0:00,2024,2,3,February,44
Monmouth County,NJ,40.356,-74.23,,,30,,50,2/1/2024 0:00,2024,2,3,February,50
Mono Lake,CA,38.0697,-118.9477,,,,5,4,2/1/2024 0:00,2024,2,3,February,5
Monroe,LA,32.5097,-92.0461,,,43,,42,2/1/2024 0:00,2024,2,3,February,43
Monterey Peninsula,CA,36.6136,-121.9097,,,34,,25,2/1/2024 0:00,2024,2,3,February,34
Montgomery,AL,32.3505,-86.2923,,,,,20,2/1/2024 0:00,2024,2,3,February,20
Montgomery County,NC,35.3324,-79.9057,,,22,,50,2/1/2024 0:00,2024,2,3,February,50
Moore County,NC,35.311,-79.4818,,,,,50,2/1/2024 0:00,2024,2,3,February,50
Morro Bay,CA,35.36,-120.83,,,40,15,10,2/1/2024 0:00,2024,2,3,February,40
Moscow,ID,46.728,-116.9557,,,,,21,2/1/2024 0:00,2024,2,3,February,21
Moses Lake,WA,47.1303,-119.2726,,,,,29,2/1/2024 0:00,2024,2,3,February,29
Moundsville,WV,39.9158,-80.7342,,,,,51,2/1/2024 0:00,2024,2,3,February,51
Mount Vernon,WA,48.41,-122.3375,,,26,,10,2/1/2024 0:00,2024,2,3,February,26
Mountain View,HI,19.57,-155.0777,,,,,8,2/1/2024 0:00,2024,2,3,February,8
Moxa Arch,WY,41.7506,-109.7897,,,26,5,,2/1/2024 0:00,2024,2,3,February,26
Mt Shasta,CA,41.31,-122.32,,,,,17,2/1/2024 0:00,2024,2,3,February,17
Mt. Rainier,WA,46.7841,-121.7403,,,39,,1,2/1/2024 0:00,2024,2,3,February,39
Muncie,IN,40.3497,-84.9492,,,22,,38,2/1/2024 0:00,2024,2,3,February,38
Muscatine,IA,41.4239,-91.0561,,,,,39,2/1/2024 0:00,2024,2,3,February,39
Myrtle Beach,SC,33.8005,-78.9941,,,28,,33,2/1/2024 0:00,2024,2,3,February,33
Myton,UT,40.1944,-110.0618,,,31,,,2/1/2024 0:00,2024,2,3,February,31
N Coastal Orange,CA,33.6738,-117.9258,4,26,43,17,40,2/1/2024 0:00,2024,2,3,February,43
NW Coastal LA,CA,34.0505,-118.4566,5,23,38,11,29,2/1/2024 0:00,2024,2,3,February,38
NW Oklahoma,OK,36.1584,-98.9319,,,40,10,20,2/1/2024 0:00,2024,2,3,February,40
NW San Bernardino,CA,34.1038,-117.6291,4,22,40,27,31,2/1/2024 0:00,2024,2,3,February,40
Napa,CA,38.33,-122.28,,,28,,,2/1/2024 0:00,2024,2,3,February,28
Naples,FL,26.142,-81.7948,,,44,,51,2/1/2024 0:00,2024,2,3,February,51
Narragansett,RI,41.4942,-71.4219,,,33,,54,2/1/2024 0:00,2024,2,3,February,54
Nash County,NC,35.9676,-77.9862,,,,,47,2/1/2024 0:00,2024,2,3,February,47
Nashville,TN,36.171,-86.785,,,,,59,2/1/2024 0:00,2024,2,3,February,59
Nassau County,FL,30.5927,-81.822,,,39,,36,2/1/2024 0:00,2024,2,3,February,39
Natomas,CA,38.6507,-121.5067,,,,,46,2/1/2024 0:00,2024,2,3,February,46
Natural Bridge,VA,37.63,-79.54,,,25,,,2/1/2024 0:00,2024,2,3,February,25
New Hanover County,NC,34.273,-77.9079,,,,11,47,2/1/2024 0:00,2024,2,3,February,47
New Haven,CT,41.3392,-72.9214,,,25,23,62,2/1/2024 0:00,2024,2,3,February,62
New London-Groton,CT,41.343,-72.03,,,,18,50,2/1/2024 0:00,2024,2,3,February,50
New Orleans,LA,30.066,-89.931,,,44,,55,2/1/2024 0:00,2024,2,3,February,55
New York City Region,NY,40.8419,-73.8359,,,26,,69,2/1/2024 0:00,2024,2,3,February,69
Newcastle,WY,43.88,-104.19,,,36,,,2/1/2024 0:00,2024,2,3,February,36
Newport,WA,48.18,-117.043,,,,,56,2/1/2024 0:00,2024,2,3,February,56
Nez Perce Reservation,ID,46.335,-116.5359,,,27,,56,2/1/2024 0:00,2024,2,3,February,56
Niland,CA,33.2136,-115.5444,,,,53,72,2/1/2024 0:00,2024,2,3,February,72
Nipomo,CA,35.0555,-120.5388,,,40,20,10,2/1/2024 0:00,2024,2,3,February,40
Nipomo CDF,CA,35.041,-120.6031,,,40,35,32,2/1/2024 0:00,2024,2,3,February,40
Nipomo Mesa2,CA,35.04,-120.5599,,,40,35,32,2/1/2024 0:00,2024,2,3,February,40
Nogales,AZ,31.3372,-110.9367,,,,52,48,2/1/2024 0:00,2024,2,3,February,52
Norco and Corona,CA,33.8584,-117.5285,4,23,42,47,54,2/1/2024 0:00,2024,2,3,February,54
North Adams,MA,42.7022,-73.1104,,,,,63,2/1/2024 0:00,2024,2,3,February,63
North Central,NJ,40.767,-74.632,,,30,,50,2/1/2024 0:00,2024,2,3,February,50
North Central Minnesota,MN,47.8177,-93.1076,,,,,22,2/1/2024 0:00,2024,2,3,February,22
North Highlands,CA,38.7121,-121.3811,,,,,46,2/1/2024 0:00,2024,2,3,February,46
North Orange CO,CA,33.869,-117.8903,5,22,43,24,46,2/1/2024 0:00,2024,2,3,February,46
North Ozaukee and Sheboygan Counties,WI,43.6604,-87.7729,,,,,26,2/1/2024 0:00,2024,2,3,February,26
North Pole,AK,64.7511,-147.3519,,,,,80,2/1/2024 0:00,2024,2,3,February,80
North Ridges,NC,36.1111,-81.8114,,,,,47,2/1/2024 0:00,2024,2,3,February,47
North Santiam Canyon,OR,44.75,-122.37,,,,,44,2/1/2024 0:00,2024,2,3,February,44
North and West Suburbs (Chicago),IL,42.06,-87.8636,,,22,,33,2/1/2024 0:00,2024,2,3,February,33
Northampton County,NC,36.4181,-77.3973,,,,,47,2/1/2024 0:00,2024,2,3,February,47
Northeast Maryland,MD,39.546,-75.9574,,,29,,45,2/1/2024 0:00,2024,2,3,February,45
Northeast Urban,NJ,40.692,-74.187,,,30,,55,2/1/2024 0:00,2024,2,3,February,55
Northern,ME,46.6823,-68.0162,,,26,40,53,2/1/2024 0:00,2024,2,3,February,53
Northern Baltimore,MD,39.693,-76.5112,,,,,40,2/1/2024 0:00,2024,2,3,February,40
Northern Kentucky,KY,38.97,-84.66,,,,,35,2/1/2024 0:00,2024,2,3,February,35
Northern Twin Cities Metro,MN,45.21,-93.28,,,24,12,40,2/1/2024 0:00,2024,2,3,February,40
Northern Virginia,VA,38.834,-77.276,,,27,12,38,2/1/2024 0:00,2024,2,3,February,38
Northwestern Minnesota,MN,47.9437,-95.6024,,,,,20,2/1/2024 0:00,2024,2,3,February,20
Oak Harbor,WA,48.293,-122.6594,,,26,,10,2/1/2024 0:00,2024,2,3,February,26
Oakland,CA,37.8,-122.27,,,,,33,2/1/2024 0:00,2024,2,3,February,33
Oakridge,OR,43.7444,-122.4806,,,,,17,2/1/2024 0:00,2024,2,3,February,17
Ocala,FL,29.1871,-82.1404,,,40,,57,2/1/2024 0:00,2024,2,3,February,57
Ocean View,HI,19.1176,-155.7781,,,,,10,2/1/2024 0:00,2024,2,3,February,10
Ogden,UT,41.2259,-111.9722,,,23,20,17,2/1/2024 0:00,2024,2,3,February,23
Ojai,CA,34.448,-119.2313,,,36,,25,2/1/2024 0:00,2024,2,3,February,36
Oklahoma City,OK,35.467,-97.513,,,40,31,51,2/1/2024 0:00,2024,2,3,February,51
Olancha,CA,36.2755,-118.012,,,,12,,2/1/2024 0:00,2024,2,3,February,12
Olympia-Lacey-Tumwater,WA,47.0292,-122.8213,,,,,14,2/1/2024 0:00,2024,2,3,February,14
Omaha,NE,41.2655,-95.9836,5,,23,13,53,2/1/2024 0:00,2024,2,3,February,53
Omak,WA,48.3999,-119.519,,,,,47,2/1/2024 0:00,2024,2,3,February,47
Onslow County,NC,34.7303,-77.4274,,,,,47,2/1/2024 0:00,2024,2,3,February,47
Ontario,OR,44.02,-116.96,,,,,23,2/1/2024 0:00,2024,2,3,February,23
Orange County,NC,36.0612,-79.1206,,,,,50,2/1/2024 0:00,2024,2,3,February,50
Orlando,FL,28.505,-81.374,,,42,12,35,2/1/2024 0:00,2024,2,3,February,42
Osceola County,FL,28.102,-81.0755,,,42,,35,2/1/2024 0:00,2024,2,3,February,42
Ouray,UT,40.0891,-109.6774,,,30,,,2/1/2024 0:00,2024,2,3,February,30
Outagamie and Brown Counties,WI,44.4486,-88.0988,,,,,30,2/1/2024 0:00,2024,2,3,February,30
Owens Lake,CA,36.4365,-117.9601,,,,42,18,2/1/2024 0:00,2024,2,3,February,42
