reporting_area,state_code,lat,lang,CO,NO2,OZONE,PM10,PM2.5,date,year,month,weekday,month_name,AQI
Sequoia/Kings Canyon National Parks,CA,36.4894,-118.8269,,,44,,28,4/1/2020 0:00,2020,4,2,April,44
Shady Cove,OR,42.6232,-122.8102,,,,,13,4/1/2020 0:00,2020,4,2,April,13
Sheboygan,WI,43.67,-87.74,,,29,,17,4/1/2020 0:00,2020,4,2,April,29
Shelton,WA,47.2256,-123.115,,,,,17,4/1/2020 0:00,2020,4,2,April,17
Shenandoah National Park,VA,38.5231,-78.4347,,,34,,9,4/1/2020 0:00,2020,4,2,April,34
Sheridan,WY,44.8,-106.96,,,39,17,,4/1/2020 0:00,2020,4,2,April,39
Shreveport,LA,32.5364,-93.749,,,47,,50,4/1/2020 0:00,2020,4,2,April,50
Sidney,MT,47.8034,-104.4856,,,37,6,22,4/1/2020 0:00,2020,4,2,April,37
Simi Valley,CA,34.2764,-118.6838,,,45,25,30,4/1/2020 0:00,2020,4,2,April,45
Sioux Falls,SD,43.5479,-96.7007,,,32,33,39,4/1/2020 0:00,2020,4,2,April,39
Sisters,OR,44.2921,-121.5555,,,,,8,4/1/2020 0:00,2020,4,2,April,8
Sloughhouse,CA,38.4945,-121.2111,,,38,,50,4/1/2020 0:00,2020,4,2,April,50
South & West Suburbs (Chicago),IL,41.7608,-87.8932,,,28,,114,4/1/2020 0:00,2020,4,2,April,114
South Bend,IN,41.694,-86.237,,,24,,24,4/1/2020 0:00,2020,4,2,April,24
South Coastal LA,CA,33.8236,-118.1886,6,30,40,17,49,4/1/2020 0:00,2020,4,2,April,49
South Lake Tahoe,CA,38.9099,-120.0151,,,,6,,4/1/2020 0:00,2020,4,2,April,6
South Ridges,NC,35.5847,-83.0623,,,45,,40,4/1/2020 0:00,2020,4,2,April,45
South Twin Cities Metro,MN,44.71,-93.25,,,40,,37,4/1/2020 0:00,2020,4,2,April,40
Southeast LA CO,CA,33.9345,-118.0916,5,25,45,22,61,4/1/2020 0:00,2020,4,2,April,61
Southern Ute Indian Reservation,CO,37.1308,-107.6347,,,49,,,4/1/2020 0:00,2020,4,2,April,49
Southwest Coast,ME,43.561,-70.2073,,,41,,29,4/1/2020 0:00,2020,4,2,April,41
Spokane,WA,47.65,-117.4167,,,,8,18,4/1/2020 0:00,2020,4,2,April,18
Spokane Tribe of Spokane Reservation,WA,47.8853,-117.9887,,,,,4,4/1/2020 0:00,2020,4,2,April,4
Springdale (Springdale-Fayetteville-Bentonville),AR,36.1796,-94.1166,,,45,,40,4/1/2020 0:00,2020,4,2,April,45
Springfield,IL,39.844,-89.605,,,,,58,4/1/2020 0:00,2020,4,2,April,58
Springfield,MO,37.2619,-93.2981,,,45,14,,4/1/2020 0:00,2020,4,2,April,45
St. Cloud,MN,45.55,-94.1333,,,39,,25,4/1/2020 0:00,2020,4,2,April,39
St. Joseph,MO,39.9544,-94.849,,,49,42,56,4/1/2020 0:00,2020,4,2,April,56
St. Louis (Metro-east),IL,38.727,-89.959,,,42,,26,4/1/2020 0:00,2020,4,2,April,42
St. Maries,ID,47.3166,-116.5703,,,,,54,4/1/2020 0:00,2020,4,2,April,54
St. Petersburg,FL,27.791,-82.74,,,35,,43,4/1/2020 0:00,2020,4,2,April,43
Stafford,CT,41.9756,-72.3867,,,43,,17,4/1/2020 0:00,2020,4,2,April,43
Stanfield,AZ,32.8811,-111.962,,,,75,,4/1/2020 0:00,2020,4,2,April,75
Stanly County,NC,35.3116,-80.2511,,,45,,40,4/1/2020 0:00,2020,4,2,April,45
State College,PA,40.7934,-77.86,,,41,,16,4/1/2020 0:00,2020,4,2,April,41
Stockton,CA,37.9699,-121.3067,,,45,,12,4/1/2020 0:00,2020,4,2,April,45
Stratford,CT,41.1519,-73.1036,,,42,,33,4/1/2020 0:00,2020,4,2,April,42
Sunnyside,WA,46.3203,-119.9981,,,,,18,4/1/2020 0:00,2020,4,2,April,18
Surry County,NC,36.4147,-80.6878,,,45,,40,4/1/2020 0:00,2020,4,2,April,45
Susquehanna Valley,PA,39.94,-76.623,,,37,,39,4/1/2020 0:00,2020,4,2,April,39
Swain County,NC,35.4868,-83.4923,,,45,,40,4/1/2020 0:00,2020,4,2,April,45
Sweet Home,OR,44.3958,-122.7305,,,,,16,4/1/2020 0:00,2020,4,2,April,16
Tacoma-Puyallup,WA,47.1864,-122.4517,,,,,33,4/1/2020 0:00,2020,4,2,April,33
Tahoe City area,CA,39.166,-120.1488,,,,,14,4/1/2020 0:00,2020,4,2,April,14
Tallahassee,FL,30.4517,-84.2685,,,18,,105,4/1/2020 0:00,2020,4,2,April,105
Tampa,FL,27.959,-82.482,,,44,24,41,4/1/2020 0:00,2020,4,2,April,44
Temecula Vly,CA,33.532,-117.0985,3,15,54,18,38,4/1/2020 0:00,2020,4,2,April,54
Terre Haute,IN,39.486,-87.401,,,30,,19,4/1/2020 0:00,2020,4,2,April,30
The Dalles,OR,45.6024,-121.2034,,,,,12,4/1/2020 0:00,2020,4,2,April,12
Theodore Roosevelt National Park,ND,46.9496,-103.5143,,,33,,,4/1/2020 0:00,2020,4,2,April,33
Thibodaux,LA,29.7639,-90.7653,,,46,,61,4/1/2020 0:00,2020,4,2,April,61
Thompson Falls,MT,47.5944,-115.3237,,,,6,31,4/1/2020 0:00,2020,4,2,April,31
Thousand Oaks,CA,34.2101,-118.8705,,,45,,40,4/1/2020 0:00,2020,4,2,April,45
Toledo,OH,41.6441,-83.5466,,,24,,28,4/1/2020 0:00,2020,4,2,April,28
Tooele,UT,40.5309,-112.2983,,,42,,13,4/1/2020 0:00,2020,4,2,April,42
Topeka,KS,39.0243,-95.7113,,,61,27,91,4/1/2020 0:00,2020,4,2,April,91
Torrington,CT,41.82,-73.2956,,,42,6,17,4/1/2020 0:00,2020,4,2,April,42
Transylvania County,NC,35.2019,-82.7986,,,45,,40,4/1/2020 0:00,2020,4,2,April,45
Traverse City,MI,44.7544,-85.6029,,,30,,38,4/1/2020 0:00,2020,4,2,April,38
Tri-Cities,TN,36.53,-82.557,,,50,,37,4/1/2020 0:00,2020,4,2,April,50
Trona,CA,35.7744,-117.3722,6,17,48,52,21,4/1/2020 0:00,2020,4,2,April,52
Truckee,CA,39.3386,-120.1703,,,,,10,4/1/2020 0:00,2020,4,2,April,10
Truro,MA,41.98,-70.02,,,40,,,4/1/2020 0:00,2020,4,2,April,40
Tucson,AZ,32.222,-110.9265,,,61,36,24,4/1/2020 0:00,2020,4,2,April,61
Tulsa,OK,36.128,-95.916,,,48,13,50,4/1/2020 0:00,2020,4,2,April,50
Tuolumne County,CA,37.962,-120.2392,,,37,,,4/1/2020 0:00,2020,4,2,April,37
Tupelo,MS,34.2576,-88.7034,,,42,,,4/1/2020 0:00,2020,4,2,April,42
Twentynine Palms,CA,34.3167,-116.0944,3,15,71,51,33,4/1/2020 0:00,2020,4,2,April,71
Twin Falls,ID,42.5641,-114.4462,,,,,12,4/1/2020 0:00,2020,4,2,April,12
Twisp,WA,48.3645,-120.1211,,,,,20,4/1/2020 0:00,2020,4,2,April,20
Tyler-Longview-Marshall,TX,32.35,-95.3,,,38,,36,4/1/2020 0:00,2020,4,2,April,38
Tyrrell County,NC,35.8181,-76.2076,,,45,,40,4/1/2020 0:00,2020,4,2,April,45
Ukiah,CA,39.1502,-123.2078,,,33,,4,4/1/2020 0:00,2020,4,2,April,33
Union County,SD,42.851,-96.7473,,,46,28,43,4/1/2020 0:00,2020,4,2,April,46
Upper Green River Basin,WY,42.7,-109.9,,,45,5,5,4/1/2020 0:00,2020,4,2,April,45
Upper Hudson Valley Region,NY,42.5884,-73.5646,,,39,,24,4/1/2020 0:00,2020,4,2,April,39
Uxbridge,MA,42.0997,-71.62,,,42,,,4/1/2020 0:00,2020,4,2,April,42
Vacaville,CA,38.3525,-121.9617,,,36,,42,4/1/2020 0:00,2020,4,2,April,42
Vance County,NC,36.3649,-78.4079,,,45,,40,4/1/2020 0:00,2020,4,2,April,45
Vancouver,WA,45.6336,-122.6028,,,,,10,4/1/2020 0:00,2020,4,2,April,10
Vermont Mountain Valley Locations,VT,44.26,-72.58,,,40,,30,4/1/2020 0:00,2020,4,2,April,40
Vernal,UT,40.4555,-109.5288,,,33,,14,4/1/2020 0:00,2020,4,2,April,33
Victoria,TX,28.824,-96.983,,,42,,,4/1/2020 0:00,2020,4,2,April,42
Victorville,CA,34.5108,-117.3255,5,18,58,21,38,4/1/2020 0:00,2020,4,2,April,58
Virginia,MN,47.5212,-92.5393,,,,,20,4/1/2020 0:00,2020,4,2,April,20
Visalia,CA,36.3254,-119.3206,,,50,19,50,4/1/2020 0:00,2020,4,2,April,50
Voyageurs National Park,MN,48.4128,-92.8292,,,41,,,4/1/2020 0:00,2020,4,2,April,41
W San Bernardino M,CA,34.244,-117.5328,4,21,67,27,55,4/1/2020 0:00,2020,4,2,April,67
W San Fernando Vly,CA,34.1991,-118.5327,7,17,71,16,53,4/1/2020 0:00,2020,4,2,April,71
W San Gabriel Vly,CA,34.1327,-118.1272,3,18,74,24,53,4/1/2020 0:00,2020,4,2,April,74
Waco-Killeen,TX,31.5558,-97.1309,,,44,,33,4/1/2020 0:00,2020,4,2,April,44
Wake County,NC,35.878,-78.787,,,51,,40,4/1/2020 0:00,2020,4,2,April,51
Walla Walla,WA,46.0558,-118.3514,,,,,5,4/1/2020 0:00,2020,4,2,April,5
Wamsutter,WY,41.68,-108.02,,,40,15,,4/1/2020 0:00,2020,4,2,April,40
Ware - Quabbin Summit,MA,42.2983,-72.3347,,,44,,,4/1/2020 0:00,2020,4,2,April,44
Warren County,NC,36.3966,-78.1065,,,45,,40,4/1/2020 0:00,2020,4,2,April,45
Washington County,NC,35.8231,-76.5768,,,45,,40,4/1/2020 0:00,2020,4,2,April,45
Watauga County,NC,36.2309,-81.6961,,,45,,40,4/1/2020 0:00,2020,4,2,April,45
Watertown,SD,44.8997,-97.1288,,,36,23,48,4/1/2020 0:00,2020,4,2,April,48
Wayne County,NC,35.3639,-78.0039,,,45,,40,4/1/2020 0:00,2020,4,2,April,45
Weirton,WV,40.4273,-80.5925,,,40,,,4/1/2020 0:00,2020,4,2,April,40
Wenatchee,WA,47.4122,-120.3183,,,,,13,4/1/2020 0:00,2020,4,2,April,13
West Greenwich,RI,41.615,-71.7197,,,40,,23,4/1/2020 0:00,2020,4,2,April,40
West Palm Beach,FL,26.715,-80.062,,,41,,23,4/1/2020 0:00,2020,4,2,April,41
Western Interior,ME,44.2306,-69.785,,,43,,5,4/1/2020 0:00,2020,4,2,April,43
Western Maryland,MD,39.5655,-77.7219,,,37,,25,4/1/2020 0:00,2020,4,2,April,37
Western Mountains,ME,44.8758,-70.4686,,,44,,20,4/1/2020 0:00,2020,4,2,April,44
Western New York Region,NY,42.6595,-79.0628,,,43,,28,4/1/2020 0:00,2020,4,2,April,43
Westmorland,CA,33.0325,-115.6225,,,77,78,93,4/1/2020 0:00,2020,4,2,April,93
Westport,CT,41.1189,-73.3369,,,37,,33,4/1/2020 0:00,2020,4,2,April,37
Weymouth,MA,42.2459,-70.9628,,,,,15,4/1/2020 0:00,2020,4,2,April,15
Wheeling,WV,40.1147,-80.7008,,,43,,,4/1/2020 0:00,2020,4,2,April,43
Whiterocks,UT,40.468,-109.9307,,,47,,,4/1/2020 0:00,2020,4,2,April,47
Wichita,KS,37.7011,-97.3139,,,44,14,24,4/1/2020 0:00,2020,4,2,April,44
Wilkes County,NC,36.2061,-81.1632,,,45,,40,4/1/2020 0:00,2020,4,2,April,45
Williamsport,PA,41.2412,-77.0011,,,31,,,4/1/2020 0:00,2020,4,2,April,31
Willits,CA,39.4117,-123.3527,,,33,,18,4/1/2020 0:00,2020,4,2,April,33
Willows,CA,39.5239,-122.194,,,35,6,9,4/1/2020 0:00,2020,4,2,April,35
Wilmington,DE,39.7391,-75.5398,,,39,,18,4/1/2020 0:00,2020,4,2,April,39
Wilson County,NC,35.7055,-77.9181,,,45,,40,4/1/2020 0:00,2020,4,2,April,45
Winchester,VA,39.15,-78.15,,,37,,25,4/1/2020 0:00,2020,4,2,April,37
Winona,MN,44.0554,-91.6664,,,34,,29,4/1/2020 0:00,2020,4,2,April,34
Winthrop,WA,48.4772,-120.1906,,,,,13,4/1/2020 0:00,2020,4,2,April,13
Woodland,CA,38.6784,-121.7741,,,37,,42,4/1/2020 0:00,2020,4,2,April,42
Worcester,MA,42.1908,-71.8761,,,43,,28,4/1/2020 0:00,2020,4,2,April,43
Yacolt,WA,45.8656,-122.4069,,,,,14,4/1/2020 0:00,2020,4,2,April,14
Yadkin County,NC,36.1605,-80.6652,,,45,,40,4/1/2020 0:00,2020,4,2,April,45
Yakima,WA,46.5949,-120.5122,,,,5,9,4/1/2020 0:00,2020,4,2,April,9
Yancey County,NC,35.8985,-82.3081,,,45,,40,4/1/2020 0:00,2020,4,2,April,45
Yellowstone National Park,MT,44.5597,-110.4006,,,46,,0,4/1/2020 0:00,2020,4,2,April,46
York/Chester/Lancaster,SC,34.9392,-81.0283,,,47,,,4/1/2020 0:00,2020,4,2,April,47
Yosemite National Park,CA,37.7133,-119.7061,,,44,6,26,4/1/2020 0:00,2020,4,2,April,44
Youngstown,OH,41.0992,-80.6464,,,51,,53,4/1/2020 0:00,2020,4,2,April,53
Yreka,CA,41.7268,-122.6336,,,39,,3,4/1/2020 0:00,2020,4,2,April,39
Yuba City/Marysville,CA,39.1389,-121.6175,,,37,8,38,4/1/2020 0:00,2020,4,2,April,38
Yucca Vly,CA,34.1209,-116.4223,3,15,74,21,25,4/1/2020 0:00,2020,4,2,April,74
Yuma,AZ,32.6902,-114.6144,,,50,40,37,4/1/2020 0:00,2020,4,2,April,50
Aberdeen,SD,45.468,-98.494,,,,18,,5/1/2020 0:00,2020,5,4,May,18
Adirondacks Region,NY,44.271,-74.2693,,,46,,14,5/1/2020 0:00,2020,5,4,May,46
Aiken-Augusta - SC/GA,SC,33.37,-81.97,,,61,46,32,5/1/2020 0:00,2020,5,4,May,61
Alba,MO,37.2385,-94.4247,,,45,,,5/1/2020 0:00,2020,5,4,May,45
Albany,OR,44.6157,-123.0915,,,,,16,5/1/2020 0:00,2020,5,4,May,16
Albuquerque,NM,35.0833,-106.6511,,,54,54,31,5/1/2020 0:00,2020,5,4,May,54
Alexander County,NC,35.9208,-81.1773,,,50,4,45,5/1/2020 0:00,2020,5,4,May,50
Alexandria,LA,31.3101,-92.4401,,,58,,29,5/1/2020 0:00,2020,5,4,May,58
Alleghany County,NC,36.4912,-81.1287,,,50,,45,5/1/2020 0:00,2020,5,4,May,50
Altoona,PA,40.5187,-78.3947,,,46,,15,5/1/2020 0:00,2020,5,4,May,46
Amarillo,TX,35.222,-101.8313,,,64,,38,5/1/2020 0:00,2020,5,4,May,64
Anacortes,WA,48.5205,-122.6142,,,39,,24,5/1/2020 0:00,2020,5,4,May,39
Anchorage,AK,61.2167,-149.9,,,,20,25,5/1/2020 0:00,2020,5,4,May,25
Ann Arbor,MI,42.2754,-83.7308,,,43,,62,5/1/2020 0:00,2020,5,4,May,62
Anson County,NC,34.9736,-80.1025,,,50,,45,5/1/2020 0:00,2020,5,4,May,50
Antelope Vly,CA,34.6694,-118.1305,3,8,58,29,25,5/1/2020 0:00,2020,5,4,May,58
Anza Vly,CA,33.5603,-116.7659,3,12,77,19,53,5/1/2020 0:00,2020,5,4,May,77
Apache Junction,AZ,33.4214,-111.5436,,,105,27,,5/1/2020 0:00,2020,5,4,May,105
Applegate Valley,OR,42.2901,-123.2321,,,,,10,5/1/2020 0:00,2020,5,4,May,10
Aquinnah,MA,41.33,-70.79,,,50,,,5/1/2020 0:00,2020,5,4,May,50
Arden Arcade-Del Paso Manor,CA,38.6138,-121.368,,,48,,29,5/1/2020 0:00,2020,5,4,May,48
Ashe County,NC,36.4343,-81.5007,,,50,,45,5/1/2020 0:00,2020,5,4,May,50
Ashland,KY,38.4784,-82.6379,,,31,,33,5/1/2020 0:00,2020,5,4,May,33
Atascadero,CA,35.49,-120.69,,,44,18,24,5/1/2020 0:00,2020,5,4,May,44
Atlanta,GA,33.65,-84.43,,,46,17,43,5/1/2020 0:00,2020,5,4,May,46
Auburn,CA,38.8963,-121.0784,,,51,,32,5/1/2020 0:00,2020,5,4,May,51
Aurora/Elgin,IL,41.9151,-88.3059,,,41,,,5/1/2020 0:00,2020,5,4,May,41
Austin,TX,30.267,-97.734,,,64,,28,5/1/2020 0:00,2020,5,4,May,64
Avery County,NC,36.0768,-81.9226,,,50,,45,5/1/2020 0:00,2020,5,4,May,50
Badlands,SD,43.7456,-101.9412,,,47,9,15,5/1/2020 0:00,2020,5,4,May,47
Baker City,OR,44.7882,-117.8446,,,,,20,5/1/2020 0:00,2020,5,4,May,20
Baker County,FL,30.3931,-82.3018,,,44,,,5/1/2020 0:00,2020,5,4,May,44
Bakersfield,CA,35.3577,-119.0046,,,93,52,50,5/1/2020 0:00,2020,5,4,May,93
Banning,CA,33.9208,-116.8583,3,17,105,47,55,5/1/2020 0:00,2020,5,4,May,105
Barstow,CA,34.8938,-117.0244,4,15,61,39,25,5/1/2020 0:00,2020,5,4,May,61
Baton Rouge Area,LA,30.449,-91.126,,,84,,50,5/1/2020 0:00,2020,5,4,May,84
Bay and Gulf Counties,FL,30.104,-85.467,,,51,,27,5/1/2020 0:00,2020,5,4,May,51
Beaufort County,NC,35.4941,-76.8591,,,50,,45,5/1/2020 0:00,2020,5,4,May,50
Beaumont-Port Arthur,TX,30.083,-94.1,,,61,,29,5/1/2020 0:00,2020,5,4,May,61
Beaverton,OR,45.4702,-122.8159,,,,,19,5/1/2020 0:00,2020,5,4,May,19
Belle Glade,FL,26.7241,-80.663,,,,,28,5/1/2020 0:00,2020,5,4,May,28
Bellingham,WA,48.7625,-122.4419,,,39,,13,5/1/2020 0:00,2020,5,4,May,39
Bend,OR,44.0639,-121.3126,,,,,13,5/1/2020 0:00,2020,5,4,May,13
Bennington,VT,42.8975,-73.2508,,,39,,25,5/1/2020 0:00,2020,5,4,May,39
Benton Harbor,MI,42.1167,-86.4542,,,37,,42,5/1/2020 0:00,2020,5,4,May,42
Bertie County,NC,36.0659,-76.9767,,,50,,45,5/1/2020 0:00,2020,5,4,May,50
Bethel,AK,60.792,-161.756,,,,43,18,5/1/2020 0:00,2020,5,4,May,43
Beulah,ND,47.2986,-101.7669,,,42,,14,5/1/2020 0:00,2020,5,4,May,42
Big Bear Lake,CA,34.1734,-116.8851,3,23,105,14,50,5/1/2020 0:00,2020,5,4,May,105
Big Horn County,WY,44.28,-108.04,,,37,,,5/1/2020 0:00,2020,5,4,May,37
Big Piney,WY,42.49,-110.1,,,44,,,5/1/2020 0:00,2020,5,4,May,44
Birmingham,AL,33.56,-86.75,,,49,20,52,5/1/2020 0:00,2020,5,4,May,52
Birney,MT,45.3662,-106.4898,,,40,17,25,5/1/2020 0:00,2020,5,4,May,40
Bishop,CA,37.3615,-118.3952,,,45,16,17,5/1/2020 0:00,2020,5,4,May,45
Bismarck,ND,46.8253,-100.7681,,,38,,34,5/1/2020 0:00,2020,5,4,May,38
Bladen County,NC,34.6147,-78.5632,,,50,,45,5/1/2020 0:00,2020,5,4,May,50
Bloomington/Normal,IL,40.493,-88.9803,,,44,,,5/1/2020 0:00,2020,5,4,May,44
Boise,ID,43.6361,-116.2033,,,46,17,24,5/1/2020 0:00,2020,5,4,May,46
Bonne Terre,MO,37.9008,-90.4239,,,41,,,5/1/2020 0:00,2020,5,4,May,41
Boston,MA,42.351,-71.051,,,33,,25,5/1/2020 0:00,2020,5,4,May,33
Boulder,WY,42.7462,-109.7206,,,44,8,,5/1/2020 0:00,2020,5,4,May,44
Bowling Green,KY,36.9685,-86.4808,,,40,,17,5/1/2020 0:00,2020,5,4,May,40
Bozeman,MT,45.6838,-111.0563,,,,,22,5/1/2020 0:00,2020,5,4,May,22
Brainerd,MN,46.3944,-94.1433,,,42,,24,5/1/2020 0:00,2020,5,4,May,42
Brawley,CA,32.9783,-115.5383,,,67,58,50,5/1/2020 0:00,2020,5,4,May,67
Bremerton-Silverdale-Bainbridge Island,WA,47.64,-122.647,,,,,29,5/1/2020 0:00,2020,5,4,May,29
Bridgeport,CT,41.184,-73.19,,,45,,44,5/1/2020 0:00,2020,5,4,May,45
Brigantine,NJ,39.4647,-74.4489,,,45,,42,5/1/2020 0:00,2020,5,4,May,45
Broadus,MT,45.4403,-105.3703,,,42,47,39,5/1/2020 0:00,2020,5,4,May,47
Brockton,MA,42.065,-71.013,,,37,,46,5/1/2020 0:00,2020,5,4,May,46
Brookings,SD,44.3486,-96.8073,,,49,37,15,5/1/2020 0:00,2020,5,4,May,49
Brownsville-McAllen,TX,26.19,-97.69,,,61,,33,5/1/2020 0:00,2020,5,4,May,61
Brunswick County,NC,34.0705,-78.2378,,,50,,45,5/1/2020 0:00,2020,5,4,May,50
Buncombe County,NC,35.595,-82.551,,,50,,45,5/1/2020 0:00,2020,5,4,May,50
Burke County,NC,35.7494,-81.7052,,,50,,45,5/1/2020 0:00,2020,5,4,May,50
Burlington,VT,44.467,-73.201,,,39,,30,5/1/2020 0:00,2020,5,4,May,39
Burns,OR,43.5893,-119.0487,,,,,12,5/1/2020 0:00,2020,5,4,May,12
Butte,AK,61.548,-149.0267,,,,11,28,5/1/2020 0:00,2020,5,4,May,28
C San Bernardino,CA,34.113,-117.371,2,28,166,48,59,5/1/2020 0:00,2020,5,4,May,166
C San Bernardino M,CA,34.2413,-117.2755,3,25,185,18,65,5/1/2020 0:00,2020,5,4,May,185
Cabarrus County,NC,35.3873,-80.5513,,,51,,45,5/1/2020 0:00,2020,5,4,May,51
Caldwell County,NC,35.953,-81.5466,,,50,,45,5/1/2020 0:00,2020,5,4,May,50
Calexico,CA,32.6761,-115.4833,,,67,49,50,5/1/2020 0:00,2020,5,4,May,67
Camden,NJ,39.9228,-75.0972,,,50,,45,5/1/2020 0:00,2020,5,4,May,50
Camden County,NC,36.3866,-76.2055,,,50,,45,5/1/2020 0:00,2020,5,4,May,50
Canton/Massillon,OH,40.7949,-81.4576,,,38,,31,5/1/2020 0:00,2020,5,4,May,38
Canyonlands National Park,UT,38.4583,-109.8211,,,47,,,5/1/2020 0:00,2020,5,4,May,47
Capistrano Vly,CA,33.5493,-117.5715,3,17,54,16,54,5/1/2020 0:00,2020,5,4,May,54
Carpinteria,CA,34.4027,-119.4575,,,40,,,5/1/2020 0:00,2020,5,4,May,40
Carrizo Plains,CA,35.32,-120,,,43,19,23,5/1/2020 0:00,2020,5,4,May,43
Carson City,NV,39.1448,-119.7664,,,49,,17,5/1/2020 0:00,2020,5,4,May,49
Carteret County,NC,34.8273,-76.6551,,,50,,45,5/1/2020 0:00,2020,5,4,May,50
Casa Grande,AZ,32.8775,-111.8522,,,80,50,30,5/1/2020 0:00,2020,5,4,May,80
Cascade foothills of King County,WA,47.4902,-121.7727,,,,,11,5/1/2020 0:00,2020,5,4,May,11
Cascade foothills of east King-Pierce counties,WA,47.1411,-121.9367,,,,,29,5/1/2020 0:00,2020,5,4,May,29
Casper,WY,42.82,-106.37,,,40,,8,5/1/2020 0:00,2020,5,4,May,40
Catawba County,NC,35.739,-81.326,,,50,,45,5/1/2020 0:00,2020,5,4,May,50
Catawba Indian Nation,SC,34.9126,-80.8743,,,37,,14,5/1/2020 0:00,2020,5,4,May,37
Cave Junction,OR,42.1617,-123.6484,,,,,14,5/1/2020 0:00,2020,5,4,May,14
Central Coastal,CA,33.5924,-117.7724,3,16,46,19,54,5/1/2020 0:00,2020,5,4,May,54
Central LA CO,CA,34.0663,-118.2266,6,28,44,31,64,5/1/2020 0:00,2020,5,4,May,64
Central New York Region,NY,42.8049,-76.3589,,,47,,30,5/1/2020 0:00,2020,5,4,May,47
Central Orange,CA,33.813,-117.964,2,12,48,21,47,5/1/2020 0:00,2020,5,4,May,48
Champaign,IL,40.1112,-88.2559,,,37,,24,5/1/2020 0:00,2020,5,4,May,37
Charleston,SC,32.8,-79.95,,,54,16,18,5/1/2020 0:00,2020,5,4,May,54
Chatham County,NC,35.7027,-79.2555,,,50,,45,5/1/2020 0:00,2020,5,4,May,50
Chattanooga,TN,35.0433,-85.31,,,51,,51,5/1/2020 0:00,2020,5,4,May,51
Cheeka Peak,WA,48.3,-124.6263,,,41,,9,5/1/2020 0:00,2020,5,4,May,41
Chehalis,WA,46.6641,-122.9673,,,,,21,5/1/2020 0:00,2020,5,4,May,21
Chelan,WA,47.8386,-120.0231,,,,,9,5/1/2020 0:00,2020,5,4,May,9
Chelmsford,MA,42.5998,-71.3673,,,18,,41,5/1/2020 0:00,2020,5,4,May,41
Cherokee County,NC,35.1338,-84.0639,,,50,,45,5/1/2020 0:00,2020,5,4,May,50
Chester,NJ,40.7872,-74.6775,,,45,,40,5/1/2020 0:00,2020,5,4,May,45
Cheyenne,WY,41.18,-104.78,,,35,14,7,5/1/2020 0:00,2020,5,4,May,35
Chicago,IL,41.964,-87.659,,,42,,54,5/1/2020 0:00,2020,5,4,May,54
Chico,CA,39.7575,-121.8422,,,45,36,20,5/1/2020 0:00,2020,5,4,May,45
Chiloquin,OR,42.5776,-121.8661,,,,,12,5/1/2020 0:00,2020,5,4,May,12
Chiricahua National Park,AZ,32.0092,-109.3891,,,45,,,5/1/2020 0:00,2020,5,4,May,45
Chowan County,NC,36.1491,-76.6078,,,50,,45,5/1/2020 0:00,2020,5,4,May,50
Cincinnati,OH,39.104,-84.523,,,55,21,50,5/1/2020 0:00,2020,5,4,May,55
Citrus County,FL,28.88,-82.52,,,44,,49,5/1/2020 0:00,2020,5,4,May,49
City of La Grande,OR,45.3239,-118.0939,,,,,24,5/1/2020 0:00,2020,5,4,May,24
City of Maricopa,AZ,33.0589,-112.0469,,,,52,,5/1/2020 0:00,2020,5,4,May,52
City of North Miami,FL,25.895,-80.1858,,,48,,,5/1/2020 0:00,2020,5,4,May,48
Clarksboro,NJ,39.7992,-75.2183,,,45,,40,5/1/2020 0:00,2020,5,4,May,45
Clarkston,WA,46.4255,-117.0597,,,,,19,5/1/2020 0:00,2020,5,4,May,19
Clarksville-Montgomery County,TN,36.53,-87.36,,,50,,51,5/1/2020 0:00,2020,5,4,May,51
Clay County,NC,35.0575,-83.7505,,,50,,45,5/1/2020 0:00,2020,5,4,May,50
Cleveland,MS,33.744,-90.7248,,,46,,28,5/1/2020 0:00,2020,5,4,May,46
Cleveland County,NC,35.3339,-81.5555,,,50,,45,5/1/2020 0:00,2020,5,4,May,50
Cleveland-Akron-Lorain,OH,41.0814,-81.519,,,44,10,32,5/1/2020 0:00,2020,5,4,May,44
Coachella Vly,CA,33.7684,-116.375,3,10,119,71,63,5/1/2020 0:00,2020,5,4,May,119
Coeur d'Alene,ID,47.6822,-116.7653,,,,,15,5/1/2020 0:00,2020,5,4,May,15
Coeur d'Alene Reservation,ID,47.3387,-116.8846,,,,,17,5/1/2020 0:00,2020,5,4,May,17
Colfax,CA,39.1003,-120.9528,,,61,,40,5/1/2020 0:00,2020,5,4,May,61
Colorado River Valley,CO,39.497,-107.939,,,44,,,5/1/2020 0:00,2020,5,4,May,44
Colorado Springs,CO,38.83,-104.8177,,,47,,19,5/1/2020 0:00,2020,5,4,May,47
Columbia,SC,34.039,-80.886,,,58,,33,5/1/2020 0:00,2020,5,4,May,58
Columbus,OH,39.989,-82.987,,,48,,38,5/1/2020 0:00,2020,5,4,May,48
Columbus County,NC,34.2659,-78.6552,,,50,,45,5/1/2020 0:00,2020,5,4,May,50
Columbus-Phenix City - GA/AL,AL,32.521,-84.9446,,,36,,34,5/1/2020 0:00,2020,5,4,May,36
Colville,WA,48.5447,-117.9036,,,,17,23,5/1/2020 0:00,2020,5,4,May,23
Concord,CA,37.97,-122.03,,,45,,20,5/1/2020 0:00,2020,5,4,May,45
